sentiment,text
0,family friend colleague never fly usair bad weather happen good airline seem communicate well
0,inlaw flight cancel flighted tonight you auto rebooke flight tuesday work help reflight booking problems
0,almost half hour hold cell phone battery die thank loyalty platinum member
0,go minute hold
0,you guy suck
0,keep suggest people call end hold hour seriously well method
0,customer service joke first mechanical cancelled flightation weather hold since human pls call
0,handle find tkt floor drop someone way wheelchair get podium
0,foot gate phl ground crew make
0,cancelled flight flight phl delta fly flight time time cancel flighted reason
0,agent hold connection arrive late flight min departure time min late flight flt gate disappointed
0,one come line hold hour you help provide conf code
1,work w tiffany h cust service desk charlotte helpful patient still stuck great
0,wait find poorly handle situation shameful
0,hmm flight even really exist create last night get people back usairsuck
0,lie continue wait another hr get boarding pas flight supposedly create today cancel flightled
0,hold hour cancel flighted flight understand delay understand autoreflight book problem tuesday help
0,hour hold time momentand count disgrace
0,busy
0,thank glad home lot delay plane flight crew show frustrate
0,people kind hardworke infrastructure give horrid massivefail failphone fail
0,flight leave cvg gate agent computer count passenger paper feel safe
0,return car clt skip flgjt back tonight gso clt pick clt fll tell yes
0,big problem fll clt get clt fly gso cancel flightled rent car get pop funeral
0,hold minute try rebook cancel flightled flight really
0,flight today cancel flighted phl dozen flight still go hold need get job interview
0,brother miss flight travel home funeral get call center help
0,flight cancel flightle hold hr reschedule need help take way long
0,feel almost everyone hate
0,wait figure unacceptable
0,flight cancel flightle due weather condition arrival city uhi think
0,plane mechanical issue get get new flight miss connect flight
0,good grief flight cancel flightle hold since
0,answer bloody phone
0,need get together indy ticket agent line door felt bad ppl miss flight
0,get fe kid usairways hold listen sell loan valentine flowerssmfh
0,upset customer service simple question phone system disconnect day today yesterday
0,flight cancel flightled amp chaos abound good humour please give free everything appease
0,passenger sit plane two hour flight cmh flight leave usairwaysfail worstairlineever
0,gf hold hour call drop help need flight
0,never hear back would help chance could bump flight time close today flight
1,good morning
0,overbooke sxmclt delay deplane extra passenger missedconnection forcedovernight clt lodgingfood disappoint
0,need figure schedule worstflightexperienceever getmehome
0,claim flight cancel flighted phl runway good delta flight exact time take time
0,min hold drove hour get delay bag want pick sju
0,hold minute time want answer phone would great
0,seriously flight cancel flighted auto rebooke tuesday hold nothing rent car want refund
0,lose bag reach human delivery driver say give carseat return loaner hv loanr help
0,trick get hold queue call since thursday keep get call back late flightr message
1,many thank reply
0,instead tweet customer apologize pick phone
0,really appreciate easy way get another flight delay mechanical reason
0,bag suppose deliver nyc last night miss since thurs someone call
0,take hour book flight yesterday due system error pay extra due time lapse
0,hold flight dsm dca cancel flighted know fly
0,almost hr min hold idea much long
0,real life exercise crisis management fail miserably compensation would go long way
0,ten hr late flightr still army cot airport wait flight poorlyhandle usairhead
0,good news locate crew make contact flight suppose leave minute ago usairwaysfail
0,hold hour try reschedule cancel flightle dcabos flight anyone help
0,also onhold message try sell valentines day gift week late flight sound right usair
0,strand north carolina try figure option get anyone talk
0,point need sorry need rever agt pick call maybe make flight today
0,sad experience today family southwest direct mco loyalty usair vacation boy today
0,anyone answer phone today listen damn message minute
0,literally hold since estplatinumeventually hang amp back hold understand weather ridiculous
1,job well philly employee run checkin today tabitha help emergency amp vacation save
